date,cases,cartodb_id,province,weekinmonth,monthname,timeframe
5/24/20,292,10,Manitoba,4,May,May-W4
5/24/20,121,7,New Brunswick,4,May,May-W4
5/24/20,260,5,Newfoundland and Labrador,4,May,May-W4
5/24/20,5,13,Northwest Territories,4,May,May-W4
5/24/20,1050,2,Nova Scotia,4,May,May-W4
5/24/20,26897,11,Ontario,4,May,May-W4
5/24/20,27,8,Prince Edward Island,4,May,May-W4
5/24/20,47420,1,Quebec,4,May,May-W4
5/24/20,632,3,Saskatchewan,4,May,May-W4
5/24/20,11,9,Yukon,4,May,May-W4
5/24/20,0,12,Nunavut,4,May,May-W4
5/25/20,6879,4,Alberta,4,May,May-W4
5/25/20,2530,6,British Columbia,4,May,May-W4
5/25/20,292,10,Manitoba,4,May,May-W4
5/25/20,121,7,New Brunswick,4,May,May-W4
5/25/20,260,5,Newfoundland and Labrador,4,May,May-W4
5/25/20,5,13,Northwest Territories,4,May,May-W4
5/25/20,1051,2,Nova Scotia,4,May,May-W4
5/25/20,27302,11,Ontario,4,May,May-W4
5/25/20,27,8,Prince Edward Island,4,May,May-W4
5/25/20,47993,1,Quebec,4,May,May-W4
5/25/20,634,3,Saskatchewan,4,May,May-W4
5/25/20,11,9,Yukon,4,May,May-W4
5/25/20,0,12,Nunavut,4,May,May-W4
5/26/20,6901,4,Alberta,4,May,May-W4
5/26/20,2541,6,British Columbia,4,May,May-W4
5/26/20,292,10,Manitoba,4,May,May-W4
5/26/20,122,7,New Brunswick,4,May,May-W4
5/26/20,260,5,Newfoundland and Labrador,4,May,May-W4
5/26/20,5,13,Northwest Territories,4,May,May-W4
5/26/20,1052,2,Nova Scotia,4,May,May-W4
5/26/20,27624,11,Ontario,4,May,May-W4
5/26/20,27,8,Prince Edward Island,4,May,May-W4
5/26/20,48607,1,Quebec,4,May,May-W4
5/26/20,634,3,Saskatchewan,4,May,May-W4
5/26/20,11,9,Yukon,4,May,May-W4
5/26/20,0,12,Nunavut,4,May,May-W4
5/27/20,6926,4,Alberta,4,May,May-W4
5/27/20,2550,6,British Columbia,4,May,May-W4
5/27/20,292,10,Manitoba,4,May,May-W4
5/27/20,123,7,New Brunswick,4,May,May-W4
5/27/20,260,5,Newfoundland and Labrador,4,May,May-W4
5/27/20,5,13,Northwest Territories,4,May,May-W4
5/27/20,1053,2,Nova Scotia,4,May,May-W4
5/27/20,27943,11,Ontario,4,May,May-W4
5/27/20,27,8,Prince Edward Island,4,May,May-W4
5/27/20,49148,1,Quebec,4,May,May-W4
5/27/20,637,3,Saskatchewan,4,May,May-W4
5/27/20,11,9,Yukon,4,May,May-W4
5/27/20,0,12,Nunavut,4,May,May-W4
5/28/20,6955,4,Alberta,4,May,May-W4
5/28/20,2558,6,British Columbia,4,May,May-W4
5/28/20,294,10,Manitoba,4,May,May-W4
5/28/20,126,7,New Brunswick,4,May,May-W4
5/28/20,261,5,Newfoundland and Labrador,4,May,May-W4
5/28/20,5,13,Northwest Territories,4,May,May-W4
5/28/20,1055,2,Nova Scotia,4,May,May-W4
5/28/20,28320,11,Ontario,4,May,May-W4
5/28/20,27,8,Prince Edward Island,4,May,May-W4
5/28/20,49711,1,Quebec,4,May,May-W4
5/28/20,639,3,Saskatchewan,4,May,May-W4
5/28/20,11,9,Yukon,4,May,May-W4
5/28/20,0,12,Nunavut,4,May,May-W4
5/29/20,6979,4,Alberta,4,May,May-W4
5/29/20,2562,6,British Columbia,4,May,May-W4
5/29/20,294,10,Manitoba,4,May,May-W4
5/29/20,128,7,New Brunswick,4,May,May-W4
5/29/20,261,5,Newfoundland and Labrador,4,May,May-W4
5/29/20,5,13,Northwest Territories,4,May,May-W4
5/29/20,1055,2,Nova Scotia,4,May,May-W4
5/29/20,28700,11,Ontario,4,May,May-W4
5/29/20,27,8,Prince Edward Island,4,May,May-W4
5/29/20,50232,1,Quebec,4,May,May-W4
5/29/20,641,3,Saskatchewan,4,May,May-W4
5/29/20,11,9,Yukon,4,May,May-W4
5/29/20,0,12,Nunavut,4,May,May-W4
5/30/20,6992,4,Alberta,4,May,May-W4
5/30/20,2573,6,British Columbia,4,May,May-W4
5/30/20,294,10,Manitoba,4,May,May-W4
5/30/20,129,7,New Brunswick,4,May,May-W4
5/30/20,261,5,Newfoundland and Labrador,4,May,May-W4
5/30/20,5,13,Northwest Territories,4,May,May-W4
5/30/20,1056,2,Nova Scotia,4,May,May-W4
5/30/20,29023,11,Ontario,4,May,May-W4
5/30/20,27,8,Prince Edward Island,4,May,May-W4
5/30/20,50651,1,Quebec,4,May,May-W4
5/30/20,645,3,Saskatchewan,4,May,May-W4
5/30/20,11,9,Yukon,4,May,May-W4
5/30/20,0,12,Nunavut,4,May,May-W4
5/31/20,7010,4,Alberta,4,May,May-W4
5/31/20,2573,6,British Columbia,4,May,May-W4
5/31/20,295,10,Manitoba,4,May,May-W4
5/31/20,132,7,New Brunswick,4,May,May-W4
5/31/20,261,5,Newfoundland and Labrador,4,May,May-W4
5/31/20,5,13,Northwest Territories,4,May,May-W4
5/31/20,1056,2,Nova Scotia,4,May,May-W4
5/31/20,29390,11,Ontario,4,May,May-W4
5/31/20,27,8,Prince Edward Island,4,May,May-W4
5/31/20,51059,1,Quebec,4,May,May-W4
5/31/20,646,3,Saskatchewan,4,May,May-W4
5/31/20,11,9,Yukon,4,May,May-W4
5/31/20,0,12,Nunavut,4,May,May-W4
6/1/20,7044,4,Alberta,1,June,June-W1
6/1/20,2597,6,British Columbia,1,June,June-W1
6/1/20,295,10,Manitoba,1,June,June-W1
6/1/20,132,7,New Brunswick,1,June,June-W1
6/1/20,261,5,Newfoundland and Labrador,1,June,June-W1
6/1/20,5,13,Northwest Territories,1,June,June-W1
6/1/20,1057,2,Nova Scotia,1,June,June-W1
6/1/20,29845,11,Ontario,1,June,June-W1
6/1/20,27,8,Prince Edward Island,1,June,June-W1
6/1/20,51354,1,Quebec,1,June,June-W1
6/1/20,646,3,Saskatchewan,1,June,June-W1
6/1/20,11,9,Yukon,1,June,June-W1
6/1/20,0,12,Nunavut,1,June,June-W1
6/2/20,7057,4,Alberta,1,June,June-W1
6/2/20,2601,6,British Columbia,1,June,June-W1
6/2/20,297,10,Manitoba,1,June,June-W1
6/2/20,133,7,New Brunswick,1,June,June-W1
6/2/20,261,5,Newfoundland and Labrador,1,June,June-W1
6/2/20,5,13,Northwest Territories,1,June,June-W1
6/2/20,1057,2,Nova Scotia,1,June,June-W1
6/2/20,30259,11,Ontario,1,June,June-W1
6/2/20,27,8,Prince Edward Island,1,June,June-W1
6/2/20,51593,1,Quebec,1,June,June-W1
6/2/20,646,3,Saskatchewan,1,June,June-W1
6/2/20,11,9,Yukon,1,June,June-W1
6/2/20,0,12,Nunavut,1,June,June-W1
6/3/20,7076,4,Alberta,1,June,June-W1
6/3/20,2623,6,British Columbia,1,June,June-W1
6/3/20,298,10,Manitoba,1,June,June-W1
6/3/20,135,7,New Brunswick,1,June,June-W1
6/3/20,261,5,Newfoundland and Labrador,1,June,June-W1
6/3/20,5,13,Northwest Territories,1,June,June-W1
6/3/20,1058,2,Nova Scotia,1,June,June-W1
6/3/20,30603,11,Ontario,1,June,June-W1
6/3/20,27,8,Prince Edward Island,1,June,June-W1
6/3/20,51884,1,Quebec,1,June,June-W1
6/3/20,647,3,Saskatchewan,1,June,June-W1
6/3/20,11,9,Yukon,1,June,June-W1
6/3/20,0,12,Nunavut,1,June,June-W1
6/4/20,7091,4,Alberta,1,June,June-W1
6/4/20,2632,6,British Columbia,1,June,June-W1
6/4/20,298,10,Manitoba,1,June,June-W1
6/4/20,136,7,New Brunswick,1,June,June-W1
6/4/20,261,5,Newfoundland and Labrador,1,June,June-W1
6/4/20,5,13,Northwest Territories,1,June,June-W1
6/4/20,1058,2,Nova Scotia,1,June,June-W1
6/4/20,30946,11,Ontario,1,June,June-W1
6/4/20,27,8,Prince Edward Island,1,June,June-W1
6/4/20,52143,1,Quebec,1,June,June-W1
6/4/20,648,3,Saskatchewan,1,June,June-W1
6/4/20,11,9,Yukon,1,June,June-W1
6/4/20,0,12,Nunavut,1,June,June-W1
6/5/20,7098,4,Alberta,1,June,June-W1
6/5/20,2632,6,British Columbia,1,June,June-W1
6/5/20,300,10,Manitoba,1,June,June-W1
6/5/20,136,7,New Brunswick,1,June,June-W1
6/5/20,261,5,Newfoundland and Labrador,1,June,June-W1
6/5/20,5,13,Northwest Territories,1,June,June-W1
6/5/20,1058,2,Nova Scotia,1,June,June-W1
6/5/20,31359,11,Ontario,1,June,June-W1
6/5/20,27,8,Prince Edward Island,1,June,June-W1
6/5/20,52398,1,Quebec,1,June,June-W1
6/5/20,649,3,Saskatchewan,1,June,June-W1
6/5/20,11,9,Yukon,1,June,June-W1
6/5/20,0,12,Nunavut,1,June,June-W1
6/6/20,7138,4,Alberta,1,June,June-W1
6/6/20,2632,6,British Columbia,1,June,June-W1
6/6/20,300,10,Manitoba,1,June,June-W1
6/6/20,136,7,New Brunswick,1,June,June-W1
6/6/20,261,5,Newfoundland and Labrador,1,June,June-W1
6/6/20,5,13,Northwest Territories,1,June,June-W1
6/6/20,1058,2,Nova Scotia,1,June,June-W1
6/6/20,31620,11,Ontario,1,June,June-W1
6/6/20,27,8,Prince Edward Island,1,June,June-W1
6/6/20,52624,1,Quebec,1,June,June-W1
6/6/20,650,3,Saskatchewan,1,June,June-W1
6/6/20,11,9,Yukon,1,June,June-W1
6/6/20,0,12,Nunavut,1,June,June-W1
6/7/20,7138,4,Alberta,1,June,June-W1
6/7/20,2632,6,British Columbia,1,June,June-W1
6/7/20,300,10,Manitoba,1,June,June-W1
6/7/20,137,7,New Brunswick,1,June,June-W1
6/7/20,261,5,Newfoundland and Labrador,1,June,June-W1
6/7/20,5,13,Northwest Territories,1,June,June-W1
6/7/20,1059,2,Nova Scotia,1,June,June-W1
6/7/20,32096,11,Ontario,1,June,June-W1
6/7/20,27,8,Prince Edward Island,1,June,June-W1
6/7/20,52849,1,Quebec,1,June,June-W1
6/7/20,650,3,Saskatchewan,1,June,June-W1
6/7/20,11,9,Yukon,1,June,June-W1
6/7/20,0,12,Nunavut,1,June,June-W1
6/8/20,7202,4,Alberta,2,June,June-W2
6/8/20,2659,6,British Columbia,2,June,June-W2
6/8/20,300,10,Manitoba,2,June,June-W2
6/8/20,146,7,New Brunswick,2,June,June-W2
6/8/20,261,5,Newfoundland and Labrador,2,June,June-W2
6/8/20,5,13,Northwest Territories,2,June,June-W2
6/8/20,1059,2,Nova Scotia,2,June,June-W2
6/8/20,32395,11,Ontario,2,June,June-W2
6/8/20,27,8,Prince Edward Island,2,June,June-W2
6/8/20,53047,1,Quebec,2,June,June-W2
6/8/20,654,3,Saskatchewan,2,June,June-W2
6/8/20,11,9,Yukon,2,June,June-W2
6/8/20,0,12,Nunavut,2,June,June-W2
6/9/20,7229,4,Alberta,2,June,June-W2
6/9/20,2669,6,British Columbia,2,June,June-W2
6/9/20,300,10,Manitoba,2,June,June-W2
6/9/20,147,7,New Brunswick,2,June,June-W2
6/9/20,261,5,Newfoundland and Labrador,2,June,June-W2
6/9/20,5,13,Northwest Territories,2,June,June-W2
6/9/20,1060,2,Nova Scotia,2,June,June-W2
6/9/20,32678,11,Ontario,2,June,June-W2
6/9/20,27,8,Prince Edward Island,2,June,June-W2
6/9/20,53185,1,Quebec,2,June,June-W2
6/9/20,656,3,Saskatchewan,2,June,June-W2
6/9/20,11,9,Yukon,2,June,June-W2
6/9/20,0,12,Nunavut,2,June,June-W2
6/10/20,7276,4,Alberta,2,June,June-W2
6/10/20,2680,6,British Columbia,2,June,June-W2
6/10/20,300,10,Manitoba,2,June,June-W2
6/10/20,151,7,New Brunswick,2,June,June-W2
6/10/20,261,5,Newfoundland and Labrador,2,June,June-W2
6/10/20,5,13,Northwest Territories,2,June,June-W2
6/10/20,1061,2,Nova Scotia,2,June,June-W2
6/10/20,32936,11,Ontario,2,June,June-W2
6/10/20,27,8,Prince Edward Island,2,June,June-W2
6/10/20,53341,1,Quebec,2,June,June-W2
6/10/20,658,3,Saskatchewan,2,June,June-W2
6/10/20,11,9,Yukon,2,June,June-W2
6/10/20,0,12,Nunavut,2,June,June-W2
6/11/20,7316,4,Alberta,2,June,June-W2
6/11/20,2694,6,British Columbia,2,June,June-W2
6/11/20,300,10,Manitoba,2,June,June-W2
6/11/20,153,7,New Brunswick,2,June,June-W2
6/11/20,261,5,Newfoundland and Labrador,2,June,June-W2
6/11/20,5,13,Northwest Territories,2,June,June-W2
6/11/20,1061,2,Nova Scotia,2,June,June-W2
6/11/20,33173,11,Ontario,2,June,June-W2
6/11/20,27,8,Prince Edward Island,2,June,June-W2
6/11/20,53485,1,Quebec,2,June,June-W2
6/11/20,660,3,Saskatchewan,2,June,June-W2
6/11/20,11,9,Yukon,2,June,June-W2
6/11/20,0,12,Nunavut,2,June,June-W2
6/12/20,7346,4,Alberta,2,June,June-W2
6/12/20,2709,6,British Columbia,2,June,June-W2
6/12/20,301,10,Manitoba,2,June,June-W2
6/12/20,154,7,New Brunswick,2,June,June-W2
6/12/20,261,5,Newfoundland and Labrador,2,June,June-W2
6/12/20,5,13,Northwest Territories,2,June,June-W2
6/12/20,1061,2,Nova Scotia,2,June,June-W2
6/12/20,33378,11,Ontario,2,June,June-W2
6/12/20,27,8,Prince Edward Island,2,June,June-W2
6/12/20,53666,1,Quebec,2,June,June-W2
6/12/20,663,3,Saskatchewan,2,June,June-W2
6/12/20,11,9,Yukon,2,June,June-W2
6/12/20,0,12,Nunavut,2,June,June-W2
6/13/20,7383,4,Alberta,2,June,June-W2
6/13/20,2709,6,British Columbia,2,June,June-W2
6/13/20,303,10,Manitoba,2,June,June-W2
6/13/20,157,7,New Brunswick,2,June,June-W2
6/13/20,261,5,Newfoundland and Labrador,2,June,June-W2
6/13/20,5,13,Northwest Territories,2,June,June-W2
6/13/20,1061,2,Nova Scotia,2,June,June-W2
6/13/20,33625,11,Ontario,2,June,June-W2
6/13/20,27,8,Prince Edward Island,2,June,June-W2
6/13/20,53824,1,Quebec,2,June,June-W2
6/13/20,664,3,Saskatchewan,2,June,June-W2
6/13/20,11,9,Yukon,2,June,June-W2
6/13/20,0,12,Nunavut,2,June,June-W2
6/14/20,7433,4,Alberta,2,June,June-W2
6/14/20,2709,6,British Columbia,2,June,June-W2
6/14/20,304,10,Manitoba,2,June,June-W2
6/14/20,157,7,New Brunswick,2,June,June-W2
6/14/20,261,5,Newfoundland and Labrador,2,June,June-W2
6/14/20,5,13,Northwest Territories,2,June,June-W2
6/14/20,1061,2,Nova Scotia,2,June,June-W2
6/14/20,33806,11,Ontario,2,June,June-W2
6/14/20,27,8,Prince Edward Island,2,June,June-W2
6/14/20,53952,1,Quebec,2,June,June-W2
6/14/20,665,3,Saskatchewan,2,June,June-W2
6/14/20,11,9,Yukon,2,June,June-W2
6/14/20,0,12,Nunavut,2,June,June-W2
6/15/20,7453,4,Alberta,3,June,June-W3
6/15/20,2745,6,British Columbia,3,June,June-W3
6/15/20,304,10,Manitoba,3,June,June-W3
6/15/20,160,7,New Brunswick,3,June,June-W3
6/15/20,261,5,Newfoundland and Labrador,3,June,June-W3
6/15/20,5,13,Northwest Territories,3,June,June-W3
6/15/20,1061,2,Nova Scotia,3,June,June-W3
6/15/20,33986,11,Ontario,3,June,June-W3
6/15/20,27,8,Prince Edward Island,3,June,June-W3
6/15/20,54054,1,Quebec,3,June,June-W3
6/15/20,683,3,Saskatchewan,3,June,June-W3
6/15/20,11,9,Yukon,3,June,June-W3
6/15/20,0,12,Nunavut,3,June,June-W3
6/16/20,7482,4,Alberta,3,June,June-W3
6/16/20,2756,6,British Columbia,3,June,June-W3
6/16/20,304,10,Manitoba,3,June,June-W3
6/16/20,163,7,New Brunswick,3,June,June-W3
6/16/20,261,5,Newfoundland and Labrador,3,June,June-W3
6/16/20,5,13,Northwest Territories,3,June,June-W3
6/16/20,1061,2,Nova Scotia,3,June,June-W3
6/16/20,34174,11,Ontario,3,June,June-W3
6/16/20,27,8,Prince Edward Island,3,June,June-W3
6/16/20,54146,1,Quebec,3,June,June-W3
6/16/20,684,3,Saskatchewan,3,June,June-W3
6/16/20,11,9,Yukon,3,June,June-W3
6/16/20,0,12,Nunavut,3,June,June-W3
6/17/20,7530,4,Alberta,3,June,June-W3
6/17/20,2775,6,British Columbia,3,June,June-W3
6/17/20,306,10,Manitoba,3,June,June-W3
6/17/20,164,7,New Brunswick,3,June,June-W3
6/17/20,261,5,Newfoundland and Labrador,3,June,June-W3
6/17/20,5,13,Northwest Territories,3,June,June-W3
6/17/20,1061,2,Nova Scotia,3,June,June-W3
6/17/20,34382,11,Ontario,3,June,June-W3
6/17/20,27,8,Prince Edward Island,3,June,June-W3
6/17/20,54263,1,Quebec,3,June,June-W3
6/17/20,693,3,Saskatchewan,3,June,June-W3
6/17/20,11,9,Yukon,3,June,June-W3
6/17/20,0,12,Nunavut,3,June,June-W3
6/18/20,7579,4,Alberta,3,June,June-W3
6/18/20,2783,6,British Columbia,3,June,June-W3
6/18/20,308,10,Manitoba,3,June,June-W3
6/18/20,164,7,New Brunswick,3,June,June-W3
6/18/20,261,5,Newfoundland and Labrador,3,June,June-W3
6/18/20,5,13,Northwest Territories,3,June,June-W3
6/18/20,1061,2,Nova Scotia,3,June,June-W3
6/18/20,34574,11,Ontario,3,June,June-W3
6/18/20,27,8,Prince Edward Island,3,June,June-W3
6/18/20,54383,1,Quebec,3,June,June-W3
6/18/20,708,3,Saskatchewan,3,June,June-W3
6/18/20,11,9,Yukon,3,June,June-W3
6/18/20,0,12,Nunavut,3,June,June-W3
6/19/20,7625,4,Alberta,3,June,June-W3
6/19/20,2790,6,British Columbia,3,June,June-W3
6/19/20,311,10,Manitoba,3,June,June-W3
6/19/20,164,7,New Brunswick,3,June,June-W3
6/19/20,261,5,Newfoundland and Labrador,3,June,June-W3
6/19/20,5,13,Northwest Territories,3,June,June-W3
6/19/20,1061,2,Nova Scotia,3,June,June-W3
6/19/20,34780,11,Ontario,3,June,June-W3
6/19/20,27,8,Prince Edward Island,3,June,June-W3
6/19/20,54550,1,Quebec,3,June,June-W3
6/19/20,716,3,Saskatchewan,3,June,June-W3
6/19/20,11,9,Yukon,3,June,June-W3
6/19/20,0,12,Nunavut,3,June,June-W3
6/20/20,7673,4,Alberta,3,June,June-W3
6/20/20,2790,6,British Columbia,3,June,June-W3
6/20/20,313,10,Manitoba,3,June,June-W3
6/20/20,164,7,New Brunswick,3,June,June-W3
6/20/20,261,5,Newfoundland and Labrador,3,June,June-W3
6/20/20,5,13,Northwest Territories,3,June,June-W3
6/20/20,1061,2,Nova Scotia,3,June,June-W3
6/20/20,35044,11,Ontario,3,June,June-W3
6/20/20,27,8,Prince Edward Island,3,June,June-W3
6/20/20,54674,1,Quebec,3,June,June-W3
6/20/20,726,3,Saskatchewan,3,June,June-W3
6/20/20,11,9,Yukon,3,June,June-W3
6/20/20,0,12,Nunavut,3,June,June-W3
6/21/20,7704,4,Alberta,3,June,June-W3
6/21/20,2790,6,British Columbia,3,June,June-W3
6/21/20,313,10,Manitoba,3,June,June-W3
6/21/20,164,7,New Brunswick,3,June,June-W3
6/21/20,261,5,Newfoundland and Labrador,3,June,June-W3
6/21/20,5,13,Northwest Territories,3,June,June-W3
6/21/20,1061,2,Nova Scotia,3,June,June-W3
6/21/20,35217,11,Ontario,3,June,June-W3
6/21/20,27,8,Prince Edward Island,3,June,June-W3
6/21/20,54766,1,Quebec,3,June,June-W3
6/21/20,746,3,Saskatchewan,3,June,June-W3
6/21/20,11,9,Yukon,3,June,June-W3
6/21/20,0,12,Nunavut,3,June,June-W3
6/22/20,7736,4,Alberta,4,June,June-W4
6/22/20,2822,6,British Columbia,4,June,June-W4
6/22/20,314,10,Manitoba,4,June,June-W4
6/22/20,164,7,New Brunswick,4,June,June-W4
6/22/20,261,5,Newfoundland and Labrador,4,June,June-W4
6/22/20,5,13,Northwest Territories,4,June,June-W4
6/22/20,1061,2,Nova Scotia,4,June,June-W4
6/22/20,35418,11,Ontario,4,June,June-W4
6/22/20,27,8,Prince Edward Island,4,June,June-W4
6/22/20,54835,1,Quebec,4,June,June-W4
6/22/20,751,3,Saskatchewan,4,June,June-W4
6/22/20,11,9,Yukon,4,June,June-W4
6/22/20,0,12,Nunavut,4,June,June-W4
6/23/20,7781,4,Alberta,4,June,June-W4
6/23/20,2835,6,British Columbia,4,June,June-W4
6/23/20,314,10,Manitoba,4,June,June-W4
6/23/20,165,7,New Brunswick,4,June,June-W4
6/23/20,261,5,Newfoundland and Labrador,4,June,June-W4
6/23/20,5,13,Northwest Territories,4,June,June-W4
6/23/20,1061,2,Nova Scotia,4,June,June-W4
6/23/20,35657,11,Ontario,4,June,June-W4
6/23/20,27,8,Prince Edward Island,4,June,June-W4
6/23/20,54884,1,Quebec,4,June,June-W4
6/23/20,753,3,Saskatchewan,4,June,June-W4
6/23/20,11,9,Yukon,4,June,June-W4
6/23/20,0,12,Nunavut,4,June,June-W4
6/24/20,7825,4,Alberta,4,June,June-W4
6/24/20,2849,6,British Columbia,4,June,June-W4
6/24/20,315,10,Manitoba,4,June,June-W4
6/24/20,165,7,New Brunswick,4,June,June-W4
6/24/20,261,5,Newfoundland and Labrador,4,June,June-W4
6/24/20,5,13,Northwest Territories,4,June,June-W4
6/24/20,1061,2,Nova Scotia,4,June,June-W4
6/24/20,35861,11,Ontario,4,June,June-W4
6/24/20,27,8,Prince Edward Island,4,June,June-W4
6/24/20,54937,1,Quebec,4,June,June-W4
6/24/20,757,3,Saskatchewan,4,June,June-W4
6/24/20,11,9,Yukon,4,June,June-W4
6/24/20,0,12,Nunavut,4,June,June-W4
6/25/20,7851,4,Alberta,4,June,June-W4
6/25/20,2869,6,British Columbia,4,June,June-W4
6/25/20,316,10,Manitoba,4,June,June-W4
6/25/20,165,7,New Brunswick,4,June,June-W4
6/25/20,261,5,Newfoundland and Labrador,4,June,June-W4
6/25/20,5,13,Northwest Territories,4,June,June-W4
6/25/20,1061,2,Nova Scotia,4,June,June-W4
6/25/20,36046,11,Ontario,4,June,June-W4
6/25/20,27,8,Prince Edward Island,4,June,June-W4
6/25/20,55079,1,Quebec,4,June,June-W4
6/25/20,759,3,Saskatchewan,4,June,June-W4
6/25/20,11,9,Yukon,4,June,June-W4
6/25/20,0,12,Nunavut,4,June,June-W4
6/26/20,7888,4,Alberta,4,June,June-W4
6/26/20,2878,6,British Columbia,4,June,June-W4
6/26/20,318,10,Manitoba,4,June,June-W4
6/26/20,165,7,New Brunswick,4,June,June-W4
6/26/20,261,5,Newfoundland and Labrador,4,June,June-W4
6/26/20,5,13,Northwest Territories,4,June,June-W4
6/26/20,1061,2,Nova Scotia,4,June,June-W4
6/26/20,36151,11,Ontario,4,June,June-W4
6/26/20,27,8,Prince Edward Island,4,June,June-W4
6/26/20,55079,1,Quebec,4,June,June-W4
6/26/20,772,3,Saskatchewan,4,June,June-W4
6/26/20,11,9,Yukon,4,June,June-W4
6/26/20,0,12,Nunavut,4,June,June-W4
6/27/20,7957,4,Alberta,4,June,June-W4
6/27/20,2878,6,British Columbia,4,June,June-W4
6/27/20,322,10,Manitoba,4,June,June-W4
6/27/20,165,7,New Brunswick,4,June,June-W4
6/27/20,261,5,Newfoundland and Labrador,4,June,June-W4
6/27/20,5,13,Northwest Territories,4,June,June-W4
6/27/20,1061,2,Nova Scotia,4,June,June-W4
6/27/20,36322,11,Ontario,4,June,June-W4
6/27/20,27,8,Prince Edward Island,4,June,June-W4
6/27/20,55079,1,Quebec,4,June,June-W4
6/27/20,777,3,Saskatchewan,4,June,June-W4
6/27/20,11,9,Yukon,4,June,June-W4
6/27/20,0,12,Nunavut,4,June,June-W4
6/28/20,7996,4,Alberta,4,June,June-W4
6/28/20,2878,6,British Columbia,4,June,June-W4
6/28/20,322,10,Manitoba,4,June,June-W4
6/28/20,165,7,New Brunswick,4,June,June-W4
6/28/20,261,5,Newfoundland and Labrador,4,June,June-W4
6/28/20,5,13,Northwest Territories,4,June,June-W4
6/28/20,1061,2,Nova Scotia,4,June,June-W4
6/28/20,36597,11,Ontario,4,June,June-W4
6/28/20,27,8,Prince Edward Island,4,June,June-W4
6/28/20,55079,1,Quebec,4,June,June-W4
6/28/20,778,3,Saskatchewan,4,June,June-W4
6/28/20,11,9,Yukon,4,June,June-W4
6/28/20,0,12,Nunavut,4,June,June-W4
6/29/20,8067,4,Alberta,4,June,June-W4
6/29/20,2904,6,British Columbia,4,June,June-W4
6/29/20,324,10,Manitoba,4,June,June-W4
6/29/20,165,7,New Brunswick,4,June,June-W4
6/29/20,261,5,Newfoundland and Labrador,4,June,June-W4
6/29/20,5,13,Northwest Territories,4,June,June-W4
6/29/20,1061,2,Nova Scotia,4,June,June-W4
6/29/20,36823,11,Ontario,4,June,June-W4
6/29/20,27,8,Prince Edward Island,4,June,June-W4
6/29/20,55390,1,Quebec,4,June,June-W4
6/29/20,779,3,Saskatchewan,4,June,June-W4
6/29/20,11,9,Yukon,4,June,June-W4
6/29/20,0,12,Nunavut,4,June,June-W4
6/30/20,8108,4,Alberta,4,June,June-W4
6/30/20,2916,6,British Columbia,4,June,June-W4
6/30/20,325,10,Manitoba,4,June,June-W4
6/30/20,165,7,New Brunswick,4,June,June-W4
6/30/20,261,5,Newfoundland and Labrador,4,June,June-W4
6/30/20,5,13,Northwest Territories,4,June,June-W4
6/30/20,1062,2,Nova Scotia,4,June,June-W4
6/30/20,36961,11,Ontario,4,June,June-W4
6/30/20,27,8,Prince Edward Island,4,June,June-W4
6/30/20,55458,1,Quebec,4,June,June-W4
6/30/20,785,3,Saskatchewan,4,June,June-W4
6/30/20,11,9,Yukon,4,June,June-W4
6/30/20,0,12,Nunavut,4,June,June-W4
7/1/20,8108,4,Alberta,1,July,July-W1
7/1/20,2916,6,British Columbia,1,July,July-W1
7/1/20,325,10,Manitoba,1,July,July-W1
7/1/20,165,7,New Brunswick,1,July,July-W1
7/1/20,261,5,Newfoundland and Labrador,1,July,July-W1
7/1/20,5,13,Northwest Territories,1,July,July-W1
7/1/20,1063,2,Nova Scotia,1,July,July-W1
7/1/20,37085,11,Ontario,1,July,July-W1
7/1/20,27,8,Prince Edward Island,1,July,July-W1
7/1/20,55524,1,Quebec,1,July,July-W1
7/1/20,785,3,Saskatchewan,1,July,July-W1
7/1/20,11,9,Yukon,1,July,July-W1
7/1/20,0,12,Nunavut,1,July,July-W1
7/2/20,8202,4,Alberta,1,July,July-W1
7/2/20,2940,6,British Columbia,1,July,July-W1
7/2/20,325,10,Manitoba,1,July,July-W1
7/2/20,165,7,New Brunswick,1,July,July-W1
7/2/20,261,5,Newfoundland and Labrador,1,July,July-W1
7/2/20,5,13,Northwest Territories,1,July,July-W1
7/2/20,1064,2,Nova Scotia,1,July,July-W1
7/2/20,37242,11,Ontario,1,July,July-W1
7/2/20,27,8,Prince Edward Island,1,July,July-W1
7/2/20,55593,1,Quebec,1,July,July-W1
7/2/20,795,3,Saskatchewan,1,July,July-W1
7/2/20,11,9,Yukon,1,July,July-W1
7/2/20,0,12,Nunavut,1,July,July-W1
7/3/20,8259,4,Alberta,1,July,July-W1
7/3/20,2947,6,British Columbia,1,July,July-W1
7/3/20,325,10,Manitoba,1,July,July-W1
7/3/20,165,7,New Brunswick,1,July,July-W1
7/3/20,261,5,Newfoundland and Labrador,1,July,July-W1
7/3/20,5,13,Northwest Territories,1,July,July-W1
7/3/20,1064,2,Nova Scotia,1,July,July-W1
7/3/20,37407,11,Ontario,1,July,July-W1
7/3/20,27,8,Prince Edward Island,1,July,July-W1
7/3/20,55682,1,Quebec,1,July,July-W1
7/3/20,796,3,Saskatchewan,1,July,July-W1
7/3/20,11,9,Yukon,1,July,July-W1
